51	1
54	14
55	19
56	11
57	7
58	2
59	2
60	4
61	2
62	3
63	6
64	2
65	6
66	2
67	4
68	5
69	3
70	2
71	3
72	3
73	6
75	3
76	2
77	6
78	1
79	2
80	5
81	4
82	7
83	6
85	2
86	1
87	4
88	2
89	3
90	1
91	3
92	1
93	3
94	4
95	15
96	11
97	6
98	1
99	2
100	2
101	3
102	2
103	2
104	1
105	5
106	6
107	8
108	7
109	7
110	4
111	5
112	3
113	5
114	2
115	8
116	7
117	5
118	5
119	8
120	6
121	6
122	5
123	6
124	6
125	4
126	5
127	7
128	6
129	4
130	4
131	3
132	5
133	18
134	9
135	16
136	14
137	5
138	6
139	12
140	8
141	9
142	9
143	2
144	9
145	11
146	7
147	7
148	2
149	10
150	13
151	12
152	61
153	35
154	15
155	20
156	18
157	10
158	8
159	17
160	12
161	14
162	21
163	12
164	21
165	21
166	10
167	3
171	9
172	17
173	14
174	33
175	274
176	154
177	111
178	96
179	65
180	50
181	65
182	67
183	68
184	46
185	87
186	68
187	85
188	65
189	73
190	66
191	176
192	156
193	109
194	95
195	87
196	68
197	98
198	65
199	82
200	51
201	68
202	54
203	66
204	96
205	62
206	68
207	60
208	71
209	74
210	69
211	78
212	72
213	66
214	68
215	237
216	193
217	117
218	96
219	137
220	116
221	133
222	122
223	85
224	69
225	115
226	138
227	139
228	168
229	145
230	152
231	139
232	8
