48	1
53	1
54	16
55	70
56	78
57	46
58	74
59	67
60	50
61	10
62	9
63	47
64	53
65	55
66	49
67	59
68	96
69	67
70	92
71	75
72	88
73	69
74	69
75	84
76	82
77	59
78	63
79	67
80	62
81	60
82	76
83	63
84	58
85	55
86	44
87	64
88	27
89	24
90	32
91	46
92	58
93	53
94	56
95	57
96	37
97	41
98	27
99	52
100	63
101	51
102	49
103	44
104	65
105	55
106	65
107	53
108	47
109	34
110	43
111	34
112	24
113	5
115	32
116	62
117	39
118	88
119	85
120	100
121	97
122	65
123	77
124	71
125	77
126	63
127	57
128	84
129	44
130	68
131	58
132	86
133	96
134	56
135	61
136	42
137	45
138	66
139	59
140	44
141	15
142	47
143	50
144	17
145	36
146	27
147	18
148	57
149	77
150	38
151	50
152	40
153	48
154	45
155	35
156	55
157	33
158	48
159	53
160	32
161	46
162	67
163	70
164	70
165	48
166	3
171	20
172	71
173	79
174	38
175	58
176	64
177	63
178	70
179	43
180	25
181	48
182	60
183	62
184	69
185	65
186	44
187	41
188	56
189	76
190	61
191	46
192	49
193	30
194	55
195	51
196	50
197	68
198	51
199	52
200	52
201	70
202	78
203	51
204	46
205	58
206	75
207	60
208	69
209	62
210	75
211	86
212	75
213	31
214	31
215	2
216	60
217	60
218	16
219	60
220	90
221	77
222	50
223	49
224	72
225	86
226	64
227	101
228	69
229	87
230	80
231	82
232	81
233	74
