22	8
23	4
24	3
25	2
26	1
27	356
28	1108
29	118
30	36
31	28
32	19
33	24
34	11
35	6
36	20
37	14
38	17
39	1
40	3
43	1
44	2
47	2
48	1
50	1
51	1
52	1
53	5
54	85
55	68
56	54
57	116
58	43
59	36
60	24
61	25
62	26
63	31
64	28
65	23
66	19
67	15
68	12
69	22
70	15
71	21
72	18
73	19
74	11
75	15
76	8
77	7
78	10
79	3
80	10
81	9
82	30
83	17
84	13
85	12
86	4
87	25
88	58
89	7
90	13
91	8
92	10
93	11
94	38
95	112
96	44
97	22
98	36
99	25
100	10
101	32
102	11
103	12
104	20
105	107
106	38
107	33
108	41
109	21
110	27
111	17
112	22
113	10
114	9
115	54
116	32
117	35
118	26
119	19
120	30
121	83
122	30
123	33
124	31
125	28
126	13
127	77
128	41
129	27
130	36
131	26
132	26
133	248
134	166
135	138
136	91
137	63
138	61
139	169
140	144
141	69
142	45
143	45
144	43
145	59
146	50
147	86
148	114
149	96
150	93
151	74
152	944
153	352
154	130
155	159
156	111
157	105
158	64
159	113
160	121
161	150
162	167
163	120
164	208
165	151
166	92
167	96
168	116
169	108
170	139
171	156
172	162
173	108
174	353
175	4210
176	2601
177	1227
178	798
179	594
180	464
181	633
182	514
183	400
184	388
185	717
186	644
187	646
188	526
189	756
190	457
191	2248
192	1649
193	906
194	794
195	702
196	591
197	725
198	584
199	502
200	477
201	506
202	488
203	398
204	738
205	549
206	339
207	455
208	398
209	452
210	424
211	485
212	415
213	411
214	493
215	2359
216	1458
217	860
218	764
219	716
220	741
221	999
222	904
223	669
224	430
225	729
226	793
227	976
228	1032
229	973
230	998
231	1032
232	87
